[[177147,x^4+2*x^3+2*x^2+x],
[251579602944,2*x^4+2*x^3-3*x^2-2*x],
[251579602944,2*x^4+2*x^3-9*x^2+6*x-1],
[251579602944,2*x^4+3*x^3-2*x^2-2*x],
[251579602944,2*x^4+43*x^3-60*x^2+27*x-4],
[251579602944,2*x^4+7*x^3-x],
[251579602944,2*x^4+x^3-5*x^2+x+1],
[251942400000,5*x^4+10*x^3+12*x^2+6*x+1],
[251942400000,5*x^4+7*x^3-6*x^2-5*x+3],
[251942400000,5*x^4-9*x^2+4],
[251942400000,5*x^4+9*x^2+4],
[252196389432,26*x^4+27*x^3+9*x^2+x],
[252829237248,4*x^4+x^2-x],
[253118971008,6*x^4+4*x^3-x^2-x],
[255091680000,x^4+3*x^3+x^2+3*x],
[255091680000,x^4+x^3-x^2+x-2],
[255658865328,x^4+15*x^3+54*x^2-15*x+1],
[255658865328,x^4+5*x^3-9*x^2+x],
[255658865328,x^4+9*x^3+5*x^2-x],
[258178820769,3*x^4+19*x^3+24*x^2-19*x+4],
[258178820769,3*x^4+4*x^3+5*x^2+3*x+1],
[258178820769,3*x^4+x^3-x^2-2*x+1],
[258504239808,x^4+x^3+2*x^2+3*x+3],
[259075204272,x^4+5*x^3+x^2+2*x],
[259646798592,x^4+2*x^3+2*x+2],
[259646798592,x^4+4*x^3-2*x-1],
[260219022768,x^4+3*x^3-4*x^2-2*x+2],
[261508830075,x^4+2*x^3+6*x^2+5*x+4],
[261939474432,x^4+2*x^3-x^2-2*x+3],
[262451074968,114*x^4+185*x^3+112*x^2+30*x+3],
[262848986496,2*x^4+12*x^3+9*x^2-27*x+10],
[262848986496,2*x^4+2*x^3+6*x^2+x],
[262848986496,2*x^4+4*x^3+21*x^2+19*x+45],
[263085438375,5*x^4+x^3-2*x^2-x],
[264242227968,x^4+3*x^3-4*x^2-x+1],
[264242227968,x^4+3*x^3-x^2-4*x],
[264242227968,x^4+5*x^2-4*x+1],
[264242227968,x^4-x^2-2*x+3],
[264479053824,2*x^4+x^3-3*x^2-4*x+4],
[265252851603,x^4+19*x^3+8*x^2+x],
[265252851603,x^4+4*x^3+x^2-17*x+11],
[265640252409,3*x^4+62*x^3-60*x^2+19*x-2],
[265640252409,3*x^4+8*x^3+12*x^2-11*x+2],
[266114160000,2*x^4+15*x^3+24*x^2-15*x+2],
[266114160000,2*x^4+2*x^3-6*x^2+x],
[266114160000,2*x^4-3*x^2-3*x+4],
[266114160000,2*x^4+8*x^3+4*x^2-x],
[266114160000,2*x^4+x^3-36*x^2-17*x-2],
[267357003669,7*x^4+12*x^3+7*x^2+x],
[267357003669,7*x^4+3*x^3-2*x^2-x],
[267357003669,7*x^4+4*x^3-5*x^2+x],
[267754305024,2*x^4+2*x^3-7*x^2+x+2],
[267754305024,2*x^4+90*x^3-19*x^2+x],
[267754305024,2*x^4+x^3-7*x^2+2*x+2],
[269314635483,x^4+2*x^3+6*x^2+3*x],
[269440587000,10*x^4+27*x^3-19*x^2+3*x],
[269460270000,x^4+11*x^3+25*x^2-29*x+6],
[269460270000,x^4+15*x^3+17*x^2+5*x],
[269460270000,x^4+3*x^3-2*x^2-4*x+2],
[269460270000,x^4+5*x^3-7*x^2-x],
[269460270000,x^4+7*x^3+25*x^2-41*x+14],
[269460270000,x^4+x^3-4*x^2-2*x+2],
[269460270000,x^4+x^3+5*x^2+3*x+4],
[269561145375,5*x^4+3*x^3-4*x^2-4*x-1],
[269561145375,5*x^4+6*x^3+4*x^2+3*x+1],
[269561145375,5*x^4+7*x^3-19*x^2-15*x+23],
[269561145375,5*x^4+x^3-10*x^2+6*x-1],
[269989034112,6*x^4+12*x^3+17*x^2+11*x+5],
[269989034112,6*x^4+12*x^3-35*x^2+21*x-3],
[269989034112,6*x^4+12*x^3+x^2-5*x+1],
[269989034112,6*x^4+41*x^3+43*x^2+16*x+2],
[269989034112,6*x^4+5*x^3-7*x^2-8*x-2],
[269989034112,6*x^4+7*x^3-5*x^2-4*x+2],
[269989034112,6*x^4+8*x^3+x^2-x],
[271192374000,5*x^4+67*x^3+23*x^2+2*x],
[271192374000,5*x^4+7*x^3-2*x^2-3*x+1],
[271192374000,5*x^4+9*x^3+7*x^2+2*x],
[271210954752,4*x^4+11*x^3-10*x^2+2*x],
[271210954752,4*x^4+2*x^3-12*x^2+9*x-2],
[271210954752,4*x^4+2*x^3+2*x^2+3*x+1],
[271210954752,4*x^4+2*x^3+x],
[271210954752,4*x^4+4*x^3+x^2-x],
[271210954752,4*x^4+6*x^3+2*x^2+x+1],
[271210954752,4*x^4+7*x^3+6*x^2+2*x],
[271942079787,x^4+2*x^3+32*x^2+31*x+240],
[272097792000,60*x^4+71*x^3-148*x^2+69*x-10],
[272290685400,2*x^4+3*x^3+5*x^2-x],
[272446417296,3*x^4+x^3+3*x^2-x],
[272704973184,2*x^4+4*x^3+7*x^2+x],
[272820728907,x^4+15*x^3+13*x^2-15*x+3],
[272820728907,x^4+3*x^3-x^2-x-1],
[272820728907,x^4+6*x^3-10*x^2+5*x-1],
[272820728907,x^4+8*x^3+10*x^2-21*x+23],
[272820728907,x^4+x^3+x^2-3*x-1],
[272967308208,x^4+31*x^3-11*x^2+x],
[272967308208,x^4+9*x^3+16*x^2-14*x+30],
[273113926875,x^4+2*x^3+8*x^2+7*x+11],
[273554019072,x^4+3*x^3+8*x^2+2*x],
[274141359792,x^4+x^3+4*x^2+2],
[275499014400,3*x^4+5*x^3+4*x^2+2*x],
[275613805656,2*x^4+3*x^3+2*x^2-1],
[275613805656,2*x^4+x^3+2*x+1],
[275907161088,4*x^4+6*x^3-x^2-3*x],
[276115584375,5*x^4+10*x^3+7*x^2+x],
[276115584375,5*x^4+15*x^3-8*x^2+x],
[276115584375,5*x^4+6*x^3+x^2-x],
[276115584375,5*x^4+9*x^3+4*x^2+x],
[276349497147,x^4+3*x^3-x^2+x-1],
[276349497147,x^4+x^3+x^2+3*x-1],
[276455608200,6*x^4+3*x^3+2*x^2+3*x+1],
[276939829683,x^4+20*x^3+25*x^2+9*x+1],
[276939829683,x^4+3*x^3-2*x^2-5*x+4],
[276939829683,x^4+7*x^2-11*x+4],
[276939829683,x^4+x^3-2*x^2+3*x-2],
[277087511232,4*x^4+5*x^3-x^2-x],
[277235232147,9*x^4+8*x^3-x],
[277235232147,x^4+12*x^3+9*x^2+x],
[277235232147,x^4+3*x^3+3*x^2-8*x+3],
[277235232147,x^4+5*x^3-9*x^2+3],
[277235232147,x^4+x^3+3*x^2+3],
[277826509467,x^4+2*x^3+6*x^2+5*x+2],
[278270380800,x^4+11*x^3+29*x^2-x],
[278270380800,x^4+29*x^3-11*x^2+x],
[278270380800,x^4+2*x^3-2*x^2-8*x+7],
[278270380800,x^4+2*x^3-x^2-4*x+3],
[278270380800,x^4+3*x^3-4*x^2-2*x],
[278270380800,x^4+5*x^2-8*x+3],
[278270380800,x^4+5*x^3-x^2-15*x+10],
[278270380800,x^4+6*x^3+5*x^2-2*x],
[278628139008,24*x^4+26*x^3-63*x^2+32*x-5],
[278628139008,24*x^4+34*x^3-17*x-6],
[280197917307,x^4+2*x^3-2*x^2-3*x+4],
[280643678208,4*x^4+7*x^3+6*x^2+x],
[280643678208,x^4+28*x^3-15*x^2+2*x],
[280643678208,x^4+2*x^3-2],
[280643678208,x^4+2*x^3-3*x^2-2*x+3],
[280643678208,x^4+2*x^3-4*x^2-4*x+6],
[280643678208,x^4+2*x^3+8*x^2-6*x+1],
[280643678208,x^4+2*x^3+9*x^2+6*x+1],
[280643678208,x^4-3*x^2-2*x+4],
[280643678208,x^4+3*x^2-8*x+4],
[280643678208,x^4+5*x^3-3*x+1],
[280643678208,x^4+66*x^3-64*x^2+20*x-2],
[280643678208,x^4+6*x^3-12*x^2+8*x-2],
[280643678208,x^4+6*x^3-3*x^2-2*x+1],
[280643678208,x^4+x^3-3*x^2+4],
[280809172872,6*x^4+11*x^3+2*x^2-3*x-1],
[280809172872,6*x^4+13*x^3-27*x^2+4*x+5],
[280809172872,6*x^4+179*x^3-96*x^2+17*x-1],
[280809172872,6*x^4+5*x^3-6*x^2-x+1],
[283981344201,3*x^4+x^3-4*x^2+1],
[283981344201,3*x^4+x^3-4*x^2-4*x-1],
[284432891904,2*x^4+4*x^3+8*x^2+6*x+4],
[285537403449,3*x^4+20*x^3+18*x^2+x-2],
[285537403449,3*x^4+46*x^3+48*x^2+17*x+2],
[286621011648,x^4+3*x^3-7*x^2+6*x-2],
[286621011648,x^4+x^3-x^2+2*x-2],
[290237644800,4*x^4+8*x^3-5*x^2-9*x+5],
[290237644800,x^4+14*x^3+41*x^2-48*x+12],
[290237644800,x^4+16*x^3+65*x^2+8*x],
[290237644800,x^4+2*x^3+5*x^2+4*x],
[290237644800,x^4+2*x^3-x^2+2*x+1],
[290237644800,x^4+31*x^2+240],
[290942611128,26*x^4+31*x^3+11*x^2+x],
[292531737816,2*x^4+31*x^3+11*x^2+x],
[292661330688,x^4+2*x^3+9*x^2+8*x+17],
[293381472609,3*x^4+4*x^3-3*x^2-7*x-3],
[293381472609,3*x^4+5*x^3+x],
[293390861400,2*x^4+13*x^3+13*x^2-27*x+6],
[293390861400,2*x^4+15*x^3+22*x^2-18*x+3],
[293390861400,2*x^4+17*x^3-10*x^2-30*x-11],
[293420799243,x^4+8*x^3+12*x^2-11*x+2],
[295857712107,x^4+18*x^3+70*x^2-107*x+35],
[295857712107,x^4+2*x^2-x+3],
[295857712107,x^4+4*x^2-x+5],
[295857712107,x^4+4*x^3-8*x^2-x],
[295857712107,x^4+8*x^3-4*x^2-x],
[296407714176,2*x^4+3*x^3-3*x-2],
[296407714176,2*x^4+3*x^3+5*x^2+2*x],
[296407714176,2*x^4+4*x^3+3*x^2+x+1],
[296839952856,2*x^4+19*x^3-9*x^2+x],
[296839952856,2*x^4+5*x^3-3*x^2-x],
[296839952856,2*x^4+5*x^3-6*x^2-10*x+9],
[297538935552,9*x^4+18*x^3+11*x^2+2*x],
[297538935552,x^4+10*x^3-4*x-1],
[297538935552,x^4+2*x^3-4*x+1],
[297538935552,x^4+2*x^3-8*x+5],
[297538935552,x^4+3*x^3+3*x^2-3*x],
[297538935552,x^4+4*x^3-2*x+1],
[297538935552,x^4+4*x^3-6*x+3],
[297538935552,x^4+6*x^2-2*x],
[297538935552,x^4+6*x^3+3*x^2+2*x],
[297538935552,x^4+6*x^3-6*x^2+2*x],
[297538935552,x^4+x^3-3*x-3],
[297692010243,x^4+10*x^3+x^2-x],
[297692010243,x^4+5*x^2-x+6],
[297692010243,x^4+x^3-10*x^2+x],
[297904822839,13*x^4+18*x^3+8*x^2+x],
[297998277723,x^4+7*x^3+x^2-3*x-1],
[297998277723,x^4+x^3-4*x^2+3],
[297998277723,x^4+x^3+5*x^2-5*x+1],
[298151470512,x^4+17*x^3-9*x^2+x],
[298151470512,x^4+5*x^3-4*x^2-12*x+10],
[298899424512,39*x^4+43*x^3+16*x^2+2*x],
[299224922283,x^4+13*x^3+14*x^2+6*x+1],
[299224922283,x^4+2*x^3+2*x^2-x-3],
[299224922283,x^4+3*x^3-2*x^2+2*x-1],
[300532011264,3*x^4+x^3+7*x^2+x+4],
[300573247149,7*x^4+10*x^3+6*x^2+x],
[301615363584,2*x^4+11*x^3+8*x^2+x],
[301615363584,2*x^4+11*x^3+x^2-6*x-2],
[301615363584,2*x^4+21*x^3-31*x^2+14*x-2],
[301615363584,2*x^4+2*x^3-5*x^2-x],
[301615363584,2*x^4+2*x^3+7*x^2+3*x+5],
[301615363584,2*x^4+2*x^3-x^2-x+1],
[302302556163,x^4+2*x^3+9*x^2-9*x+2],
[302302556163,x^4+3*x^3-x^2-1],
[302302556163,x^4+5*x^3+12*x^2-x],
[302302556163,x^4+6*x^3+3*x^2-7*x+2],
[302302556163,x^4+x^2-3*x-1],
[302456851200,x^4+13*x^3+5*x^2+x],
[303120660375,45*x^4+44*x^3+12*x^2+x],
[303692628672,4*x^4+5*x^3+1],
[303692628672,4*x^4+x^3-x^2+x],
[303737663376,3*x^4+11*x^3-3*x^2-15*x-6],
[303737663376,3*x^4+3*x^3-3*x^2-x],
[304930925568,x^4+25*x^3+14*x^2+2*x],
[305361747072,6*x^4+2*x^3-4*x^2+x],
[305361747072,6*x^4+4*x^3+4*x^2-5*x+1],
[305361747072,6*x^4+8*x^3-2*x^2-3*x+1],
[305574323472,11*x^4+3*x^3-3*x^2-x],
[306153062721,3*x^4+132*x^3-23*x^2+x],
[306153062721,3*x^4-5*x^2-x+3],
[306153062721,3*x^4+5*x^3-x^2-6*x-3],
[306153062721,3*x^4+6*x^3+x^2+x],
[306153062721,3*x^4+x^3-5*x^2+3],
[306868362624,2*x^4+14*x^3+8*x^2+x],
[306868362624,2*x^4+2*x^3+4*x^2+3*x+1],
[306868362624,2*x^4+6*x^3-2*x^2-x],
[306868362624,2*x^4+x^3+x^2+x+1],
[307259522883,x^4+10*x^3+11*x^2+5*x+1],
[307259522883,x^4+11*x^3-4*x^2+x],
[307259522883,x^4+2*x^3-x^2+3*x],
[307259522883,x^4+3*x^3+2*x^2-9*x+4],
[307259522883,x^4+3*x^3-x^2-8*x+5],
[307259522883,x^4+4*x^3+11*x^2-x],
[307259522883,x^4+4*x^3-x^2-7*x+4],
[307259522883,x^4+6*x^3+5*x^2+3*x+1],
[307259522883,x^4+x^3+2*x^2-x-2],
[307768643361,3*x^4+17*x^3-3*x^2-4*x+1],
[307768643361,3*x^4+2*x^3-5*x^2-3*x+1],
[307768643361,3*x^4+44*x^3-39*x^2+11*x-1],
[307768643361,3*x^4+4*x^3-3*x^2-5*x-1],
[307768643361,3*x^4+x^3-4*x^2-x],
[308188698264,2*x^4+19*x^3+43*x^2-10*x+1],
[308188698264,2*x^4+3*x^3-5*x^2+1],
[308188698264,2*x^4+x^3-x-1],
[308629440000,2*x^4+2*x^3-9*x^2+5*x],
[309440871675,x^4+14*x^3+42*x^2-49*x+12],
[310065531363,x^4+6*x^3-9*x^2+x],
[310065531363,x^4+9*x^3+6*x^2-x],
[310395556224,2*x^4+8*x^3+3*x^2-5*x+1],
[310690820907,x^4+100*x^3+20*x^2+x],
[310690820907,x^4-10*x^2-x],
[310690820907,x^4+10*x^3-x],
[310690820907,x^4+2*x^3+6*x^2+3*x+1],
[310690820907,x^4+x^3+3*x^2+5*x+3],
[310690820907,x^4+x^3+5*x^2+3*x+7],
[311943289563,x^4+10*x^3+2*x^2-x],
[311943289563,x^4+13*x^3+35*x^2-47*x+13],
[311943289563,x^4+23*x^3+29*x^2+11*x+1],
[311943289563,x^4+2*x^3-4*x^2-x+1],
[311943289563,x^4+2*x^3-56*x^2-15*x-1],
[311943289563,x^4+5*x^3+x^2-3*x-1],
[311943289563,x^4+6*x^3+2*x^2-9*x-6],
[311943289563,x^4+6*x^3-4*x^2-5*x-1],
[311943289563,x^4+7*x^3+2*x^2-6*x-3],
[311943289563,x^4+9*x^3-44*x^2-54*x-15],
[311943289563,x^4+x^3-4*x^2-2*x+1],
[311943289563,x^4+x^3-5*x^2-3*x+5],
[312413614848,x^4+x^3-x^2-7*x+6],
[313041266352,x^4+x^3+8*x^2+4*x+14],
[313456656384,12*x^4+14*x^3+11*x^2+4*x+1],
[313456656384,12*x^4+24*x^3+13*x^2+x],
[313456656384,12*x^4+6*x^3-2*x^2-x],
[313572333375,5*x^4+14*x^3-14*x^2-x+2],
[314545047552,6*x^4+11*x^3-31*x^2+20*x-4],
[314545047552,6*x^4+7*x^3-7*x^2-12*x-4],
[314928000000,4*x^4+2*x^3-3*x^2-x],
[314987206464,28*x^4+27*x^3+9*x^2+x],
[315085483683,x^4+16*x^3+9*x^2+x],
[315085483683,x^4+5*x^3+4*x^2-11*x+4],
[315085483683,x^4+x^3+3*x^2+4*x+3],
[315910319481,3*x^4+4*x^3-2*x^2+x],
[317957764824,2*x^4+9*x^3-7*x^2+x],
[317957764824,2*x^4+x^3+2*x^2+2*x+1],
[318853420056,2*x^4+3*x^3-2*x^2-3*x+1],
[318853420056,2*x^4+x^3-4*x^2+3*x-1],
[318864600000,20*x^4+35*x^3+19*x^2+3*x],
[319193876907,x^4+10*x^2-x],
[319193876907,x^4+10*x^3+x],
[319193876907,x^4+12*x^3+4*x^2+x],
[319193876907,x^4-2*x^2-x-2],
[319193876907,x^4+32*x^3-38*x^2+15*x-2],
[319193876907,x^4+3*x^3-3*x^2+3*x-1],
[319193876907,x^4+3*x^3+x^2-7*x+3],
[319193876907,x^4+4*x^3+12*x^2+x],
[319193876907,x^4+4*x^3-2*x^2-5*x+3],
[319193876907,x^4+4*x^3-7*x+4],
[319193876907,x^4+x^3-2*x-3],
[319301720064,2*x^4+2*x^3+x^2+2*x],
[319301720064,2*x^4+39*x^3-56*x^2+26*x-4],
[319301720064,2*x^4+7*x^3+8*x^2-14*x+4],
[320648509656,2*x^4+11*x^3+5*x^2+x],
[320648509656,2*x^4+13*x^3+9*x^2-39*x+20],
[321521805000,6*x^4+5*x^3+3*x^2+x],
[322486272000,40*x^4+34*x^3+10*x^2+x],
[323328704400,3*x^4+3*x^3-14*x^2-5*x+15],
[323328704400,3*x^4+7*x^3-5*x^2+x],
[323807709888,4*x^4+5*x^3+5*x^2+x],
[324286892523,x^4+2*x^3-4*x^2+3*x],
[324705884544,2*x^4+11*x^3-4*x^2-5*x+2],
[324705884544,2*x^4+27*x^3-36*x^2+15*x-2],
[324705884544,2*x^4+3*x^2-x+1],
[324705884544,2*x^4+3*x^3-7*x^2-4*x+6],
[324705884544,2*x^4+4*x^3-x^2-9*x+5],
[324705884544,2*x^4+8*x^3+3*x^2-x],
[324705884544,2*x^4+x^3-6*x^2+x],
[324926353827,x^4+22*x^3-9*x^2+x],
[324926353827,x^4+2*x^3-3*x^2+x+1],
[324926353827,x^4+6*x^3-19*x^2-9*x-1],
[324926353827,x^4+7*x^3+7*x^2-18*x+7],
[324926353827,x^4+x^3-3*x^2+2*x+1],
[325086317568,x^4+13*x^3+9*x^2+x],
[325086317568,x^4+3*x^3-5*x^2-5*x+6],
[325086317568,x^4+4*x^3+3*x^2-10*x+4],
[325086317568,x^4+4*x^3-3*x^2-8*x+6],
[325086317568,x^4+5*x^3+3*x^2-8*x+4],
[325086317568,x^4+x^3+10*x^2+5*x+23],
[325086317568,x^4+x^3+12*x^2-7*x+1],
[325086317568,x^4+x^3-6*x^2-2*x],
[325246320675,x^4+23*x^3-10*x^2+x],
[325246320675,x^4+6*x^3-x^2-21*x+15],
[325820631249,3*x^4+20*x^3+15*x^2+3*x],
[325820631249,3*x^4+3*x^3-7*x^2-4*x+5],
[325820631249,3*x^4-7*x^2-5*x-1],
[325820631249,3*x^4+x^3-3*x^2+1],
[325820631249,3*x^4+x^3+4*x^2+x],
[326517350400,2*x^4+12*x^3+5*x^2-30*x+14],
[326517350400,2*x^4+14*x^3+17*x^2-24*x+6],
[326517350400,2*x^4+16*x^3+29*x^2-12*x+1],
[326517350400,2*x^4+19*x^2+45],
[326517350400,2*x^4+24*x^3-19*x^2-12*x+9],
[327169428507,x^4+2*x^3+12*x^2+11*x+31],
[327169428507,x^4+5*x^3+9*x^2-19*x+7],
[327487230225,3*x^4+2*x^3-5*x^2+x],
[327487230225,3*x^4+x^3-7*x^2-6*x-1],
[329581284912,x^4+15*x^3+49*x^2-36*x+6],
[329581284912,x^4+19*x^3+19*x^2-60*x+26],
[329995100304,3*x^4+17*x^3-30*x^2+14*x-2],
[329995100304,3*x^4+37*x^3+42*x^2+16*x+2],
[329995100304,3*x^4+5*x^3-2*x^2-6*x-2],
[329995100304,3*x^4+x^3-6*x^2-2*x+2],
[330225942528,4*x^4+6*x^3-8*x^2+2*x],
[330871230000,x^4+x^3+3*x^2+2*x+4],
[331355608947,x^4+10*x^3-x^2+x],
[331355608947,x^4+2*x^3-x^2+3*x-1],
[331355608947,x^4+3*x^3+4*x^2-7*x+2],
[331355608947,x^4+3*x^3+x^2+2*x-1],
[331355608947,x^4+x^3-10*x^2-9*x-2],
[331355608947,x^4+x^3+10*x^2-x],
[331385448375,5*x^4+3*x^3+2*x^2+x],
[331981981056,2*x^4+26*x^3+10*x^2+x],
[332163694512,x^4+13*x^3+38*x^2-28*x+2],
[332163694512,x^4+x^3+2*x-2],
[332456420088,26*x^4+45*x^3+30*x^2+9*x+1],
[333193824000,5*x^4+51*x^3+20*x^2+2*x],
[333813602304,2*x^4+2*x^3+4*x^2+4*x+1],
[334107115200,4*x^4+x^3+x^2-x],
[335893563963,x^4+6*x^3+6*x^2+3*x],
[336621677499,17*x^4+12*x^3-8*x^2+x],
[336621677499,17*x^4+24*x^3+10*x^2+x],
[336621677499,17*x^4+8*x^3-2*x^2-x],
[337358746800,x^4+x^3+5*x^2+3*x],
[337491961344,2*x^4+6*x^3+x^2-3*x+6],
[337563450000,35*x^4+45*x^3+17*x^2+2*x],
[338010962688,x^4+8*x^3+6*x^2+2*x],
[340122240000,3*x^4+x^3+4*x^2-10*x+4],
[340500625992,6*x^4+11*x^3+7*x^2+x],
[340500625992,6*x^4+7*x^3+3*x^2+x],
[341190475776,2*x^4+10*x^3+6*x^2-16*x+6],
[341190475776,2*x^4+24*x^3-14*x^2+2*x],
[341190475776,2*x^4-2*x^2-2*x],
[341190475776,2*x^4-2*x^2-2*x-1],
[341190475776,2*x^4-2*x^2-2*x+2],
[341190475776,2*x^4+2*x^3-2*x],
[341190475776,2*x^4+2*x^3-2*x^2+2],
[341190475776,2*x^4+2*x^3-2*x^2-4*x-2],
[341190475776,2*x^4+2*x^3+4*x^2+2*x],
[341190475776,2*x^4+40*x^3+34*x^2+10*x+1],
[341190475776,2*x^4+4*x^3+10*x^2+6*x+1],
[341190475776,2*x^4+4*x^3-2*x^2-2*x+1],
[341190475776,2*x^4+4*x^3-6*x^2+2*x],
[341190475776,2*x^4+4*x^3+6*x^2+2*x],
[343047291264,2*x^4+3*x^3-8*x^2-7*x+10],
[344909145600,2*x^4+7*x^3+x],
[345330361800,6*x^4+11*x^3+16*x^2+10*x+5],
[345330361800,6*x^4+15*x^3-5*x^2-9*x-2],
[345886682112,x^4+x^2-2*x-2],
[347208120000,4*x^4+7*x^3-7*x^2-9*x+6],
[347869783728,x^4+3*x^3-5*x^2-7*x-2],
[347869783728,x^4+x^3+8*x^2+8*x+2],
[348035298075,x^4+2*x^3-4*x^2-5*x-1],
[349116741144,2*x^4+3*x^3+5*x^2+2*x+1],
[349116741144,2*x^4+x^3+4*x^2+x+1],
[349195000752,x^4+15*x^3+9*x^2+x],
[349195000752,x^4+3*x^3-2*x^2-3*x+1],
[349195000752,x^4+5*x^3+2*x^2-5*x-3],
[349195000752,x^4+5*x^3-6*x^2-6*x+6],
[349195000752,x^4+7*x^3+6*x^2-6*x-6],
[349195000752,x^4+9*x^3-3*x^2-x],
[349195000752,x^4+x^3+12*x^2-10*x+2],
[349195000752,x^4+x^3+3*x^2-x+2],
[350524941696,2*x^4+2*x^2-x+1],
[350524941696,2*x^4+2*x^3-2*x^2-3*x+2],
[350524941696,2*x^4+2*x^3-8*x^2+3*x+1],
[350524941696,2*x^4+3*x^3-2*x^2-2*x+2],
[350524941696,2*x^4+4*x^3-4*x^2-x],
[350688881403,x^4+2*x^3+34*x^2+33*x+272],
[351353851875,x^4+10*x^3+3*x^2-x],
[351353851875,x^4+12*x^3+35*x^2-x],
[351353851875,x^4+14*x^3+9*x^2+x],
[351353851875,x^4+2*x^3-3*x^2-3*x+1],
[351353851875,x^4+2*x^3+3*x^2-3*x+1],
[351353851875,x^4+35*x^3-12*x^2+x],
[351353851875,x^4+3*x^3-3*x^2-2*x+1],
[351353851875,x^4+3*x^3+3*x^2-2*x+1],
[351353851875,x^4+4*x^3-x^2-9*x+5],
[351353851875,x^4+5*x^3-7*x^2-4*x+5],
[351353851875,x^4+7*x^3+5*x^2-6*x-5],
[351353851875,x^4+x^3-5*x^2-2*x+5],
[352638738432,6*x^4+11*x^3+8*x^2+2*x],
[352996398225,3*x^4+20*x^3-9*x^2+x],
[352996398225,3*x^4+4*x^3+3*x^2-x],
[352996398225,3*x^4+5*x^3+6*x^2+x],
[353019033675,x^4-3*x-2],
[353863178496,3*x^4+14*x^3+10*x^2+2*x],
[353863178496,3*x^4+3*x^3+5*x^2+x],
[353863178496,3*x^4-4*x^2-2*x],
[353863178496,3*x^4+4*x^3+2*x^2+2*x+1],
[353863178496,3*x^4+9*x^3-7*x^2-3*x+2],
[354043297629,7*x^4+114*x^3+88*x^2+23*x+2],
[354043297629,7*x^4+32*x^3-64*x^2+35*x-6],
[354043297629,7*x^4+4*x^3-2*x^2-x],
[354294000000,2*x^4+x^3+x^2+2*x],
[356696290467,x^4+10*x^3+11*x^2+3*x],
[356696290467,x^4+10*x^3-x^2-x],
[356696290467,x^4+2*x^3-5*x^2-3*x+5],
[356696290467,x^4+2*x^3+5*x^2+x+1],
[356696290467,x^4+33*x^3-20*x^2+3*x],
[356696290467,x^4+3*x^3-2*x^2-3*x],
[356696290467,x^4+6*x^3+5*x^2-x-1],
[356696290467,x^4+x^3-10*x^2-x],
[356696290467,x^4+x^3+5*x^2+2*x+1],
[356696290467,x^4+x^3+5*x^2+2*x+7],
[358625421297,11*x^4+122*x^3+22*x^2+x],
[358722675000,10*x^4+5*x^3-6*x^2-5*x-1],
[359960401089,3*x^4+2*x^3+3*x^2-x],
[360254465109,7*x^4+8*x^3+5*x^2+x],
[360729573363,x^4+x^3-x^2+3],
[361741437027,x^4+11*x^3+23*x^2-40*x+13],
[361741437027,x^4+4*x^3-5*x^2+3*x-1],
[361741437027,x^4+56*x^3-67*x^2+15*x+3],
[361741437027,x^4+8*x^3+41*x^2-13*x+1],
[361741437027,x^4+x^3+2*x^2+x-2],
[361892582784,2*x^4+5*x^3+6*x^2-x],
[362502283392,6*x^4+11*x^3+3*x^2-2*x],
[363938670000,x^4+11*x^3+25*x^2-25*x+30],
[363938670000,x^4+x^3-2*x^2+2*x-2],
[364616080128,x^4+24*x^3-14*x^2+2*x],
[364616080128,x^4-2*x^2-2*x+4],
[364616080128,x^4+2*x^3+4*x^2-4*x+1],
[364616080128,x^4+3*x^3+x^2-3*x+2],
[364616080128,x^4+6*x^3+4*x^2-2*x],
[365722107264,2*x^4+14*x^3-8*x^2+x],
[366202215000,2*x^4+17*x^3+3*x^2-25*x+10],
[367161977763,x^4+5*x^2-5*x+1],
[367161977763,x^4+x^3-4*x^2+x+2],
[367332019200,4*x^4+3*x^3+x],
[367332019200,x^4+3*x^3+6*x^2-2*x],
[367332019200,x^4+x^3+6*x^2+2*x+8],
[371424823488,x^4+x^3+4*x^2+3*x+5],
[371504185344,8*x^4+8*x^3+4*x^2+x],
[371595849075,x^4+23*x^3+10*x^2+x],
[371595849075,x^4+6*x^3-x^2-19*x+13],
[371595849075,x^4+x^3+x^2+2*x+3],
[372311089929,27*x^4+17*x^3-x],
[372311089929,3*x^4+26*x^3-18*x^2+3*x],
[372311089929,3*x^4+6*x^3-10*x^2-13*x+14],
[372311089929,3*x^4+6*x^3-3*x+1],
[372311089929,3*x^4+6*x^3-6*x^2+x],
[372794130432,16*x^4+22*x^3+9*x^2+x],
[372794130432,4*x^4+2*x^3-12*x^2-7*x-1],
[372794130432,4*x^4+2*x^3-6*x^2-x+2],
[372794130432,4*x^4+9*x^3-3*x^2-3*x+1],
[372794130432,x^4+16*x^2-8*x+1],
[372794130432,x^4+16*x^3+63*x^2-8*x],
[372794130432,x^4+18*x^3+75*x^2+24*x+2],
[372794130432,x^4+2*x^3+10*x^2+6*x+1],
[372794130432,x^4+2*x^3+3*x^2+2],
[372794130432,x^4+2*x^3+3*x^2-2*x+1],
[372794130432,x^4+2*x^3-3*x^2-4*x],
[372794130432,x^4+2*x^3+6*x^2+4*x+4],
[372794130432,x^4+33*x^2+272],
